place,rainfall,groundwater_refilled_total,groundwater_refilled_irrigated,groundwater_refilled_nonirrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year
bodhan,1084.669859,7330.51539,6161.90275,1168.61264,3832.25,730.15,safe,19740.23,7160.25,26900.48,2021
v_saidapur,871.5088916,4072.739103,3332.395709,4072.739103,2169.81,2169.81,safe,0,14099.16,14099.16,2021
armur,1017.369601,6387.053581,6035.891493,351.1620882,5332.16,96.9,critical,19509.14,2666,22175.14,2021
peddemul,838.200011,2177.560994,3332.395709,2177.560994,1036.25,1036.25,safe,0,24427.9,24427.9,2021
manuguru,1229.999878,1845.164415,3332.395709,1845.164415,1481.7,1481.7,semi_critical,0,22771.82296,22771.82296,2021
bela,1221.560908,6512.03588,860.5301268,5651.505753,1013.02,984.55,safe,631.1,21543.8,22174.9,2021
gandeed,700.9,1553.824117,3332.395709,1553.824117,888.78,888.78,safe,0,11297.54804,11297.54804,2021
domakonda,960.822451,1191.408677,3332.395709,1191.408677,798.04,798.04,semi_critical,0,6571.858692,6571.858692,2021
amrabad,757.1,3300.951175,3332.395709,3300.951175,1135.28,1135.28,safe,0,48926,48926,2021
veenavanka,864.5431995,9924.993741,9924.993741,3653.02512,2003.3,2162.323751,safe,14723,0,14723,2021
konaraopeta,947.8395035,4834.30126,3332.395709,4834.30126,3331.17,3331.17,semi_critical,0,17249.47,17249.47,2021
nallabelly,1078.980901,4124.202801,4124.202801,3653.02512,1884.67,2162.323751,safe,14021.01197,0,14021.01197,2021
kotapalle,1056.178048,7012.139064,3332.395709,7012.139064,1541.83,1541.83,safe,0,39432,39432,2021
bahadurpura,771.7805114,343.1941663,3332.395709,343.1941663,428.22,428.22,over_exploited,0,1019,1019,2021
marriguda,668.5568878,2342.063573,3332.395709,2342.063573,1777.36,1777.36,semi_critical,0,21071,21071,2021
thirumalagiri,718.3946191,1213.690974,3332.395709,1213.690974,783.65,783.65,semi_critical,0,13232,13232,2021
bomraspeta,779.1759048,2540.633454,3332.395709,2540.633454,1162.81,1162.81,safe,0,20230.7,20230.7,2021
narayanraopet,777.2,1075.214988,3332.395709,1075.214988,737.3,737.3,semi_critical,0,5697.89,5697.89,2021
jannaram,1090.049458,9657.39747,9657.39747,0,1115.4,2162.323751,safe,34492,0,34492,2021
munipalli,885.7353784,2030.239643,3332.395709,2030.239643,336.08,336.08,safe,0,20556.04666,20556.04666,2021
chinthakani,988.856679,6770.047794,6686.61461,83.433184,1508.01,54.27,safe,17239.4764,887.88,18127.3564,2021
vangoor,581.7,4056.493168,2421.363168,1635.13,2728.59,1685.17,semi_critical,12479.13182,11483.1508,23962.28262,2021
bachannapeta,853.9839447,4121.562242,3332.395709,4121.562242,2130.69,2130.69,safe,0,21170,21170,2021
markook,776.2448848,1618.862935,3332.395709,1618.862935,1033.94,1033.94,semi_critical,0,8618.95,8618.95,2021
mavala,1144.191769,413.2690239,3332.395709,413.2690239,328.9,328.9,semi_critical,0,4310,4310,2021
dummugudem,1356.1,6839.359601,3269.739601,3569.62,399.89,214.48,safe,15364.21416,26291.85962,41656.07377,2021
komaravelly,814.8605468,1444.463685,3332.395709,1444.463685,1022.53,1022.53,semi_critical,0,7457.31,7457.31,2021
tirumalagiri_sagar,698.1362262,5305.919706,4602.629706,703.29,1124.94,308.14,safe,14137,11817,25954,2021
gundala,786.9549838,3441.883496,3332.395709,3441.883496,2082.49,2082.49,safe,0,17167.75147,17167.75147,2021
thimmapur,868.030441,5230.58337,2721.135649,2509.44772,1846.9,1297.3,safe,4029.5,11753.5,15783,2021
parkal,1080.243609,3044.227098,3044.227098,3653.02512,1592.18,2162.323751,safe,7428.251,0,7428.251,2021
garidepalle,630.0080292,16527.0297,16527.0297,3653.02512,1596.81,2162.323751,safe,20301,0,20301,2021
nampalle,604.1298207,3058.62964,273.4259071,2785.203733,1917.07,1832.85,safe,1388,27563,28951,2021
gummadidala,943.7,1016.761959,3332.395709,1016.761959,639.88,639.88,safe,0,8306.425,8306.425,2021
koratla,1017.158507,3824.830327,3824.830327,3653.02512,1535.46,2162.323751,safe,13024,0,13024,2021
revelly,608.9416681,2824.597399,3332.395709,2824.597399,874.25,874.25,safe,0,10224,10224,2021
mudigonda,990.2954154,9737.135614,9737.135614,3653.02512,2007.99,2162.323751,safe,20170.7599,0,20170.7599,2021
urkonda,592.4,1920.033979,918.2107322,1001.823247,1270.34,732.74,semi_critical,5895.870334,8273.80527,14169.6756,2021
serilingampally,761.4867402,1172.09048,3332.395709,1172.09048,1053.43,1053.43,critical,0,8869.343618,8869.343618,2021
yergatla,997.2278746,1532.266112,1269.246559,263.0195532,1013.06,242.96,semi_critical,5279,1605,6884,2021
kannepalli,1016.634253,3177.051317,3332.395709,3177.051317,673.45,673.45,safe,0,16005,16005,2021
asifabad,1156.334361,5665.540427,3676.535015,1989.005412,511.63,188.55,safe,19063,13169,32232,2021
dharur,866.4088066,2720.913063,3332.395709,2720.913063,809.41,809.41,safe,0,20433.5,20433.5,2021
duggondi,1059.266413,3598.602606,3598.602606,3653.02512,2003.48,2162.323751,safe,11341.63271,0,11341.63271,2021
doultabad,815.1065158,2958.871364,3332.395709,2958.871364,1638.18,1638.18,safe,0,14332.63,14332.63,2021
ammerpet,771.7805114,110.8055748,3332.395709,110.8055748,70.38,70.38,semi_critical,0,329,329,2021
amarchinta,573.5481414,2732.272122,1562.971645,1169.300477,1247.06,569.13,safe,5437,4470,9907,2021
siddipet_rural,774.7170421,1969.083322,3332.395709,1969.083322,1110.13,1110.13,safe,0,10320.03,10320.03,2021
palakurthi,903.9700097,4660.96022,3332.395709,4660.96022,2569.02,2569.02,safe,0,24718,24718,2021
chandurthi,1005.986852,3289.633274,3332.395709,3289.633274,2103.15,2103.15,safe,0,13591,13591,2021
kamareddy,986.449605,2217.876024,3332.395709,2217.876024,1470.76,1470.76,semi_critical,0,12796.57183,12796.57183,2021
balkonda,1001.501716,3656.019005,3656.019005,3653.02512,1215.78,2162.323751,safe,10058,0,10058,2021
chinnagudur,947.589415,1405.698085,1405.698085,3653.02512,583.11,2162.323751,safe,6104.933815,0,6104.933815,2021
devarakonda,641.4766581,2441.215912,562.4384528,1878.777459,1798.52,1615.67,semi_critical,2896,19648,22544,2021
bhimaram,1071.406566,4566.4438,2424.014123,2142.429676,626.48,391.93,safe,6188,14906,21094,2021
yadagirigutta,765.6573283,3311.342435,3332.395709,3311.342435,1475.97,1475.97,safe,0,19181.09193,19181.09193,2021
nellikudur,1044.690873,6253.153769,6253.153769,3653.02512,3261.26,2162.323751,safe,20877.28712,0,20877.28712,2021
adilabad rural,1210.005236,8131.928728,728.1812589,7403.747469,1252.13,1019.4,safe,3080,23119.6,26199.6,2021
ramareddy,988,2852.499603,3332.395709,2852.499603,1531.82,1531.82,safe,0,16414.87333,16414.87333,2021
lingampet,1111.016153,4801.759759,3332.395709,4801.759759,2532.52,2532.52,safe,0,23936.2309,23936.2309,2021
narayankhed,906.256625,2655.068446,3332.395709,2655.068446,765.23,765.23,safe,0,20103.07,20103.07,2021
munagala,661.5747343,5294.981626,4241.715439,1053.266187,1548.2,812.21,safe,6675,9566,16241,2021
kamalapur,828.3618168,9125.895709,9029.421819,96.47388967,3487.24,109.09,safe,16149.22,704,16853.22,2021
buggaram,1111.369643,1704.558649,1704.558649,3653.02512,630.1,2162.323751,safe,7260.4,0,7260.4,2021
kulkacharla,773.4323564,2214.306556,3332.395709,2214.306556,785.12,785.12,safe,0,16099.0225,16099.0225,2021
mominpet,892.5307602,5490.867181,3332.395709,5490.867181,917.86,917.86,safe,0,18537.477,18537.477,2021
papannapet,915.508911,3252.088628,1994.51,1257.578628,1234.22,607.86,safe,9136.695,8178.175,17314.87,2021
bheemgal,1029.119756,3415.75742,3332.395709,3415.75742,2830.08,2830.08,semi_critical,0,23410.17,23410.17,2021
kannaigudem,1263.028553,2118.259704,3332.395709,2118.259704,531.75,531.75,safe,0,17107.46055,17107.46055,2021
bandlaguda,771.7805114,895.87486,3332.395709,895.87486,527.35,527.35,safe,0,2660,2660,2021
tadoor,588.672768,4477.184365,4351.005026,126.1793395,2158.03,98.66,safe,19825.71565,1040,20865.71565,2021
gudihathnur,1244.741213,1395.714785,3332.395709,1395.714785,626.02,626.02,safe,0,13960,13960,2021
wazeed,1462.02977,5454.033023,3332.395709,5454.033023,1010.78,1010.78,safe,0,40248.065,40248.065,2021
zaffergadh,899.7,2725.2598,1028.46,1696.7998,1614.77,1206.68,safe,4379,11781,16160,2021
miryalaguda,751.5695875,11372.56497,11372.56497,3653.02512,3367.78,2162.323751,safe,25170,0,25170,2021
adilabad urban,1144.191769,248.1531865,3332.395709,248.1531865,459.75,459.75,over_exploited,0,2588,2588,2021
chowdapur,843.1790178,1779.894344,3332.395709,1779.894344,662.09,662.09,safe,0,10933.076,10933.076,2021
madnur,919.5189918,2739.686602,3332.395709,2739.686602,1255.9,1255.9,safe,0,22820.03525,22820.03525,2021
kesamudram,1066.900692,5020.821794,5020.821794,3653.02512,2737.89,2162.323751,safe,19853.65502,0,19853.65502,2021
narayanpet,559.9969351,2151.636459,3332.395709,2151.636459,1034.8,1034.8,safe,0,24859.18575,24859.18575,2021
khazipet,887.1,1515.508835,3332.395709,1515.508835,998.27,998.27,safe,0,10395.63,10395.63,2021
bhiknur,971.6491006,2892.617365,3332.395709,2892.617365,1850.21,1850.21,semi_critical,0,13936.08121,13936.08121,2021
vemulawada_rural,977.7053548,2924.061057,3332.395709,2924.061057,1524.22,1524.22,safe,0,11507.44,11507.44,2021
mothkur,783.7143776,4449.839343,3332.395709,4449.839343,2258.61,2258.61,safe,0,14522.67857,14522.67857,2021
bantwaram,852.1287109,1166.568175,3332.395709,1166.568175,476.7,476.7,safe,0,9422.8,9422.8,2021
malharrao,1079.823061,3608.246981,3332.395709,3608.246981,1669.47,1669.47,safe,0,26770.37303,26770.37303,2021
yeda_palle,1073.134822,3456.495942,3456.495942,3653.02512,1357.52,2162.323751,safe,10292,0,10292,2021
huzur nagar,634.7493019,10668.96699,10668.96699,3653.02512,1388.03,2162.323751,safe,12892,0,12892,2021
kerameri,1174.54692,2526.936749,3332.395709,2526.936749,407.27,407.27,safe,0,26782,26782,2021
penuballi,1046.4,4143.006868,3332.395709,4143.006868,2272.7,2272.7,safe,0,29281.6846,29281.6846,2021
gollapalle,1060.973919,3584.894777,3584.894777,3653.02512,1345.53,2162.323751,safe,14708.65,0,14708.65,2021
damaragidda,550.8917741,1703.771128,3332.395709,1703.771128,1090.9,1090.9,safe,0,19781.46499,19781.46499,2021
chinnambavi,581.9288871,4574.319908,4346.73528,227.5846275,1391.8,13.44,safe,20913.2,903,21816.2,2021
bellampalle,992.6166812,2897.938767,3332.395709,2897.938767,957.77,957.77,safe,0,14853,14853,2021
musapet,632.4735559,1205.251619,3332.395709,1205.251619,777.99,777.99,semi_critical,0,9503.435654,9503.435654,2021
choutuppal,709.7183,10949.07859,2835.968419,8113.110166,4071.35,3124.87,safe,7603.72041,19279.60142,26883.32183,2021
chennaraopeta,1074.6996,4100.64862,4100.64862,3653.02512,1970.9,2162.323751,safe,12365.19692,0,12365.19692,2021
shivampet,865.8823295,3493.425053,3332.395709,3493.425053,1972.28,1972.28,safe,0,18237.80668,18237.80668,2021
mallapur,995.8277716,3702.331078,3702.331078,3653.02512,1351.86,2162.323751,safe,18417,0,18417,2021
hayathnagar,712.6,369.8850623,3332.395709,369.8850623,475,475,over_exploited,0,2606.232295,2606.232295,2021
choutkur,906.4427089,1103.69873,3332.395709,1103.69873,378.4,378.4,safe,0,9837.73,9837.73,2021
kodimial,897,2022.76,3332.395709,2022.76,1141.73,1141.73,safe,0,13219.14,13219.14,2021
achampet,724.5463115,7509.024253,910.2236072,6598.800645,2463.98,2090.71,safe,3428,72579,76007,2021
kothur,693.7537826,1135.568368,3332.395709,1135.568368,918.63,918.63,semi_critical,0,7440.961482,7440.961482,2021
utnur,1274.850825,3432.886028,3332.395709,3432.886028,1193.83,1193.83,safe,0,33920,33920,2021
neradigonda,1150.405805,3017.825968,3332.395709,3017.825968,1636.41,1636.41,safe,0,26568.9,26568.9,2021
warangal,1041.072471,560.5162026,171.9062026,388.61,268.79,226.72,safe,626,3046,3672,2021
valigonda,772.7779061,8345.071541,2202.767669,6142.303872,3654.82,3183.71,safe,5906,25092.42561,30998.42561,2021
maldakal,536.0259626,4609.093387,3768.34632,840.7470666,1483.51,588.51,safe,10874.29,12775.86,23650.15,2021
shaikpet,771.7805114,858.1538132,3332.395709,858.1538132,462.9,462.9,safe,0,2548,2548,2021
kandukur,659.5069627,4758.910677,3332.395709,4758.910677,2503.77,2503.77,safe,0,30387.86756,30387.86756,2021
penpahad,659.9244407,3148.325543,1510.429556,1637.895987,1542.99,1380.62,safe,3627,15911,19538,2021
shabad,712.8397165,2806.185427,3332.395709,2806.185427,1209.46,1209.46,safe,0,22895.51514,22895.51514,2021
bayyaram,1204.967558,3607.455406,3332.395709,3607.455406,1180.41,1180.41,safe,0,25367.8849,25367.8849,2021
kuntala,1169,2129.321159,3332.395709,2129.321159,844.31,844.31,safe,0,11729.856,11729.856,2021
maredpally,771.7805114,381.9255982,3332.395709,381.9255982,300.01,300.01,semi_critical,0,1134,1134,2021
alwal,925.6942232,254.5699877,3332.395709,254.5699877,134.66,134.66,safe,0,2865.3,2865.3,2021
medipalle,1046.92836,3306.102234,942.4649481,2363.637286,1626.55,1270.13,safe,3702,14977,18679,2021
sangareddy,826.0822767,896.6123487,3332.395709,896.6123487,601.12,601.12,semi_critical,0,8103.29,8103.29,2021
antargoan,1164.971289,3702.516907,3007.27,695.2469068,873.51,304.54,safe,7478,4465,11943,2021
jammikunta,891.8083046,7757.300062,7757.300062,3653.02512,1467.75,2162.323751,safe,13005,0,13005,2021
tiryani,1100.527711,7499.975941,2106.075505,5393.900436,228.79,139.12,safe,11960,38959,50919,2021
yerrupalem,979.9,6293.25509,6004.70509,288.55,2471.5,250.51,safe,23049.5804,2662.905,25712.4854,2021
pangal,529.8268207,6893.287572,3332.395709,6893.287572,1983.07,1983.07,safe,0,19368,19368,2021
banswada,1134.539974,5836.818464,5169.376077,667.4423868,1545,370.28,safe,10173.59396,3697.693495,13871.28745,2021
mutharam_mahadevpur,1245.266918,4388.98146,3332.395709,4388.98146,843.7,843.7,safe,0,54777.69073,54777.69073,2021
veernapalle,922.5146722,2431.779605,3332.395709,2431.779605,1343.24,1343.24,safe,0,8206,8206,2021
mothey,641.042252,3372.769588,3332.395709,3372.769588,1499.1,1499.1,safe,0,18652,18652,2021
shankarpalle,772.0312816,2349.948849,3332.395709,2349.948849,1345.35,1345.35,safe,0,20179.91134,20179.91134,2021
mandamarri,987.6411562,3222.967372,3332.395709,3222.967372,1785.6,1785.6,safe,0,16223,16223,2021
kowdipalle,938.903938,3831.103973,3332.395709,3831.103973,1548.65,1548.65,safe,0,14418.19,14418.19,2021
ghanapur_mulug,891.4661196,3443.98213,3443.98213,3653.02512,1296.93,2162.323751,safe,14660.85569,0,14660.85569,2021
narketpalle,754.4672682,4287.692122,1390.886302,2896.805821,2025.11,1595.51,safe,4911,19437,24348,2021
vemanpalle,1051.451617,4710.09946,3332.395709,4710.09946,1100.74,1100.74,safe,0,24583,24583,2021
saligouraram,829.4250778,3916.802442,721.1918877,3195.610554,1737.48,1474.57,safe,1978,20097,22075,2021
rebbana,1159.642721,3904.820579,1932.942283,1971.878296,658.03,439.9,safe,7753,14537,22290,2021
tekmal,857.1508857,1917.572232,3332.395709,1917.572232,675.44,675.44,safe,0,12992.44601,12992.44601,2021
ameenapur,878.2689011,390.6694227,3332.395709,390.6694227,236.18,236.18,safe,0,3465.91,3465.91,2021
palawancha,1173.977154,5064.395845,3070.268522,1994.127322,970.71,622.86,safe,17707.4452,17334.14293,35041.58812,2021
nasurullabad,1094.793379,3983.894884,3687.958168,295.9367167,1362.26,157.51,safe,7450.73452,1702.619992,9153.354512,2021
sirgapoor,873.1,1366.639365,489.7879325,876.8514327,260.35,217.35,safe,1862,9575,11437,2021
telkapalle,647.5105537,4882.287768,4670.719267,211.5685008,1687.32,111.87,safe,21592.21344,1415.889226,23008.10267,2021
zahirabad,900.1549807,1857.642529,3332.395709,1857.642529,1346.44,1346.44,semi_critical,0,23200.903,23200.903,2021
nirmal,1148,316.5047101,3332.395709,316.5047101,144.16,144.16,safe,0,2040,2040,2021
watpalle,893.9244534,1563.437639,3332.395709,1563.437639,303.16,303.16,safe,0,13151.7474,13151.7474,2021
yelal,782.4653203,3134.973326,3332.395709,3134.973326,1625.92,1625.92,safe,0,22453,22453,2021
kaloor_timmanadoddi,520.8122423,1530.687915,3332.395709,1530.687915,1022.27,1022.27,semi_critical,0,17624.1,17624.1,2021
kodair,644.7,3610.475913,3003.39934,607.0765733,1574.74,513.99,safe,13654.10675,5305.781852,18959.8886,2021
kothaguda,1166.416419,5694.704301,3332.395709,5694.704301,1497.29,1497.29,safe,0,43973.23715,43973.23715,2021
narva,533.8354593,4490.990846,4349.109558,141.8812884,1849.2,119.32,safe,17953,1791.021854,19744.02185,2021
kulcharam,892.3975311,4579.086559,398.73,4180.356559,1020.16,890.91,safe,2192.84,13244.975,15437.815,2021
malial,973.5993156,2242.541293,422.9220047,1819.619289,1141.5,939.7,safe,1704,9856,11560,2021
mohammadabad,700.9,1359.785883,3332.395709,1359.785883,760.43,760.43,safe,0,10513.75925,10513.75925,2021
nizamabad_rural,1056.874102,3933.695121,3614.548769,319.1463518,1871.7,75.07,safe,11520.63,2706,14226.63,2021
bhadrachalam,1158.9,95.92,3332.395709,95.92,42.82,42.82,safe,0,786.6,786.6,2021
jinnaram,927.7471282,1295.80156,3332.395709,1295.80156,540,540,safe,0,10355.59,10355.59,2021
gurrampode,596.2836631,5020.194389,3800.186724,1220.007664,1810.39,652.99,safe,19291,11640,30931,2021
aswapuram,1156.357892,3870.675737,3332.395709,3870.675737,457.81,457.81,safe,0,31605.55,31605.55,2021
dastuarabad,1190,1943.346762,1876.936005,66.41075694,267.55,28.98,safe,5770.75,615,6385.75,2021
nadikuda,1080.243609,3794.934445,3794.934445,3653.02512,2059.45,2162.323751,safe,9260.06,0,9260.06,2021
chityala,731.5178341,3008.689254,3332.395709,3008.689254,2235.3,2235.3,semi_critical,0,23869,23869,2021
tanur,1029.276319,2451.133037,3332.395709,2451.133037,938.87,938.87,safe,0,20395.2,20395.2,2021
bheemadevarapalle,842.7354445,2703.461226,630.3289098,2073.132317,2176.07,1787.94,semi_critical,1331,12000.4616,13331.4616,2021
muduchinthalapally,836.7864619,1060.663671,3332.395709,1060.663671,717.84,717.84,semi_critical,0,9440.4605,9440.4605,2021
kethepalle,837.7639075,5198.107763,5198.107763,3653.02512,1638,2162.323751,safe,15159,0,15159,2021
chandrugonda,1022.935705,2014.13953,3332.395709,2014.13953,1249.89,1249.89,safe,0,14177.41281,14177.41281,2021
dahegaon,1159.594313,4511.463496,2277.246848,2234.216649,1228.26,360.31,safe,9134,16471,25605,2021
pebbair,546.4045639,4477.717199,3808.395029,669.3221694,1619.3,117.9,safe,16833.1,2170.6,19003.7,2021
peddavura,642.1602832,7248.641494,6414.550397,834.0910977,1910.38,131.88,safe,24482,12487,36969,2021
lokeswaram,1064,3802.096534,3332.395709,3802.096534,1548.27,1548.27,safe,0,16194.72,16194.72,2021
uppal,900.9237828,472.4637356,3332.395709,472.4637356,250.07,250.07,safe,0,4637.8,4637.8,2021
nawabpet,606.0600363,2501.378179,3332.395709,2501.378179,1924.65,1924.65,semi_critical,0,19322.07972,19322.07972,2021
mustabad,742.6692036,3489.534097,3332.395709,3489.534097,2128.13,2128.13,safe,0,13612,13612,2021
soan,1113.510691,1847.918543,1120.894256,727.0242868,877.17,365.3,safe,3337.16,4814.384,8151.544,2021
anumula_haliya,670.190278,4563.754822,3910.263837,653.490985,1655.64,417.31,safe,15158,5205,20363,2021
mudhole,1047.006133,2221.864507,3332.395709,2221.864507,1051.63,1051.63,safe,0,12815.8,12815.8,2021
tadvai,1191.472011,3223.763658,3332.395709,3223.763658,993.72,993.72,safe,0,24577.34341,24577.34341,2021
raghunathpalle,812.2012054,4557.702944,1905.579383,2652.123561,2533.62,1671.37,safe,9023,16861,25884,2021
